language,text,category,number
zh_tw,我昨天去了朋友家。,DailyLife,730
zh_tw,我昨天去了朋友家。,DailyLife,731
zh_tw,我昨天和朋友一起閒逛了。,DailyLife,732
zh_tw,我昨天和朋友喝了一杯。,DailyLife,733
zh_tw,我昨天和朋友看了一部電影。,DailyLife,734
zh_tw,我昨天和朋友吃了晚飯。,DailyLife,735
zh_tw,我昨天和朋友見面了。,DailyLife,736
zh_tw,我昨天爲會議做了準備。,DailyLife,737
zh_tw,我昨天有個會議。,DailyLife,738
zh_tw,我從昨天開始就感覺身體不舒服。,DailyLife,739
zh_tw,我正在等待我的旅程開始。,DailyLife,740
zh_tw,我又開始學習英語了。,DailyLife,741
zh_tw,我開始學習英語了。,DailyLife,742
zh_tw,我開始學習英語了。,DailyLife,743
zh_tw,我正在學習英語。,DailyLife,744
zh_tw,我很想看電影。,DailyLife,745
zh_tw,我要去電影院。,DailyLife,746
zh_tw,我今天去了公園。,DailyLife,747
zh_tw,我今天感覺很好。,DailyLife,748
zh_tw,我今天感覺不太好。,DailyLife,749
zh_tw,我今天感覺很好。,DailyLife,750
zh_tw,我今天感覺不太好。,DailyLife,751
zh_tw,我今天感覺不太舒服。,DailyLife,752
zh_tw,我今天感覺真的很不對勁。,DailyLife,753
zh_tw,我今天感覺真的很不對勁。,DailyLife,754
zh_tw,我今天感覺真的很好。,DailyLife,755
zh_tw,我今天感覺好一點了。,DailyLife,756
zh_tw,我今天感覺有點不對勁。,DailyLife,757
zh_tw,我今天感覺有點不對勁。,DailyLife,758
zh_tw,我今天感覺很好。,DailyLife,759
zh_tw,我今天感覺很好。,DailyLife,760
zh_tw,我今天感覺好多了。,DailyLife,761
zh_tw,我今天感覺很好。,DailyLife,762
zh_tw,我覺得今天的天氣非常暖和。,DailyLife,763
zh_tw,我覺得今天的天氣真的很好。,DailyLife,764
zh_tw,今天的天氣很好。,DailyLife,765
zh_tw,我今天感覺很好，因爲天氣正好。,DailyLife,766
zh_tw,今天的天氣很好。,DailyLife,767
zh_tw,我今天真的很享受這天氣。,DailyLife,768
zh_tw,我覺得今天的天氣很好。,DailyLife,769
zh_tw,我覺得今天的天氣很好。,DailyLife,770
zh_tw,我覺得今天的天氣很好。,DailyLife,771
zh_tw,我今天感覺很好，因爲天氣很好。,DailyLife,772
zh_tw,我今天去散步了，因爲天氣很好。,DailyLife,773
zh_tw,我覺得今天的天氣真的很好。,DailyLife,774
zh_tw,我覺得今天的天氣很好。,DailyLife,775
zh_tw,我今天完全忙得不可開交。,DailyLife,776
zh_tw,我今天完全筋疲力盡了。,DailyLife,777
zh_tw,我今天完全筋疲力盡了。,DailyLife,778
zh_tw,我今天完全筋疲力盡了。,DailyLife,779
zh_tw,我今天完全筋疲力盡了。,DailyLife,780
zh_tw,我今天起晚了。,DailyLife,781
zh_tw,我今天得加班。,DailyLife,782
zh_tw,我工作到了深夜。,DailyLife,783
zh_tw,我工作到了深夜。,DailyLife,784
zh_tw,我今天早上睡過頭了。,DailyLife,785
zh_tw,我今天去了圖書館。,DailyLife,786
zh_tw,我今天感覺有點混亂。,DailyLife,787
zh_tw,我今天走了很多路。,DailyLife,788
zh_tw,我今晚得工作。,DailyLife,789
zh_tw,我今天坐公交車了。,DailyLife,790
zh_tw,我今天錯過了公交車。,DailyLife,791
zh_tw,我今天坐公交車了。,DailyLife,792
zh_tw,我今天看到下雨了。,DailyLife,793
zh_tw,我覺得今天會下雨。,DailyLife,794
zh_tw,我沒想到今天會下雨。,DailyLife,795
zh_tw,我今天晾了衣服。,DailyLife,796
zh_tw,我今天需要洗衣服。,DailyLife,797
zh_tw,我今天得洗衣服。,DailyLife,798
zh_tw,我今天散步時聽了音樂。,DailyLife,799
zh_tw,我今天去散步了。,DailyLife,800
zh_tw,我今天去散步了。,DailyLife,801
zh_tw,我今天剛買了一臺新筆記本電腦。,DailyLife,802
zh_tw,我今天剛買了一雙新鞋。,DailyLife,803
zh_tw,我今天穿上了新鞋。,DailyLife,804
zh_tw,我今天剛剛開始了一個新項目。,DailyLife,805
zh_tw,我今天學到了一些新東西。,DailyLife,806
zh_tw,我今天試了一個新食譜。,DailyLife,807
zh_tw,今天我遇到了一個新人。,DailyLife,808
zh_tw,今天我遇到了一個新人。,DailyLife,809
zh_tw,我今天剛買了一雙新鞋。,DailyLife,810
zh_tw,我今天買了一雙新鞋。,DailyLife,811
zh_tw,我今天看了一部新電影。,DailyLife,812
zh_tw,我今天剛看了一部新電影。,DailyLife,813
zh_tw,我今天買了一些新衣服。,DailyLife,814
zh_tw,我今天穿了一套新衣服。,DailyLife,815
zh_tw,我今天試了一個新食譜。,DailyLife,816
zh_tw,我今天聽了一些新音樂。,DailyLife,817
zh_tw,我今天開始了一份新工作。,DailyLife,818
zh_tw,我今天開始了一份新工作。,DailyLife,819
zh_tw,我今天買了一本新書。,DailyLife,820
zh_tw,我今天去了一家新的咖啡館。,DailyLife,821
zh_tw,我今天剛剛開始了一個新項目。,DailyLife,822
zh_tw,我昨晚只睡了三個小時。,DailyLife,823
zh_tw,今天我想放鬆一下。,DailyLife,824
zh_tw,我今天想放鬆一下。,DailyLife,825
zh_tw,我今天休息一天。,DailyLife,826
zh_tw,我今天休息一天。,DailyLife,827
zh_tw,我今天休息了一天。,DailyLife,828
zh_tw,我今天參加了測試。,DailyLife,829
zh_tw,我今天考試考得很好。,DailyLife,830
zh_tw,我今天什麼都沒做。,DailyLife,831
zh_tw,我今天什麼都不想做。,DailyLife,832
zh_tw,我今天只是放鬆了一下，什麼也沒做。,DailyLife,833
zh_tw,我今天什麼都沒做。,DailyLife,834
zh_tw,我今天什麼都沒做。,DailyLife,835
zh_tw,我今天什麼都不想做。,DailyLife,836
zh_tw,我今天什麼都不想做。,DailyLife,837
zh_tw,我今天早上起得很早。,DailyLife,838
zh_tw,我從早上就開始忙了。,DailyLife,839
zh_tw,我今天早上睡過頭了。,DailyLife,840
zh_tw,我今天早上睡過頭了。,DailyLife,841
zh_tw,我今天早上睡過頭了。,DailyLife,842
zh_tw,我今天早上去跑步了。,DailyLife,843
zh_tw,我今天早上去散步了。,DailyLife,844
zh_tw,我今天早上去散步了。,DailyLife,845
zh_tw,我今天早上鍛鍊了。,DailyLife,846
zh_tw,我今天早上鍛鍊了。,DailyLife,847
zh_tw,我今天早上遲到了。,DailyLife,848
zh_tw,我今天早上喝了兩杯咖啡。,DailyLife,849
zh_tw,我今天早上沒吃早餐。,DailyLife,850
zh_tw,我今天早上沒吃早餐。,DailyLife,851
zh_tw,我今天有個會議/預約。,DailyLife,852
zh_tw,我今天去看電影了。,DailyLife,853
zh_tw,我已經有一段時間沒有休息了。,DailyLife,854
zh_tw,雖然我已經有一段時間沒有鍛鍊了，但今天我還是成功鍛鍊了一些。,DailyLife,855
zh_tw,我已經有一段時間沒有鍛鍊了，但今天我還是設法進行了鍛鍊。,DailyLife,856
zh_tw,我今天剛買了一些新衣服。,DailyLife,857
zh_tw,我今天沒去鍛鍊。,DailyLife,858
zh_tw,我今天沒有鍛鍊。,DailyLife,859
zh_tw,我今天鍛鍊了。,DailyLife,860
zh_tw,我今天要去鍛鍊。,DailyLife,861
zh_tw,我今天很幸運。,DailyLife,862
zh_tw,我今天聽了音樂。,DailyLife,863
zh_tw,我今天放了一些音樂。,DailyLife,864
zh_tw,我今天發了一封電子郵件。,DailyLife,865
zh_tw,我今天的所有工作都已經完成了。,DailyLife,866
zh_tw,我今天工作很忙。,DailyLife,867
zh_tw,我今天早上起得很早。,DailyLife,868
zh_tw,我今天起得很早。,DailyLife,869
zh_tw,我想今天早點睡覺。,DailyLife,870
zh_tw,我想今天早點睡覺。,DailyLife,871
zh_tw,我今天打算早點睡覺。,DailyLife,872
zh_tw,我今天需要早點睡覺。,DailyLife,873
zh_tw,我今天早睡。,DailyLife,874
zh_tw,我今天早早地睡覺了。,DailyLife,875
zh_tw,我今天早早地上班了。,DailyLife,876
zh_tw,我今天早退了。,DailyLife,877
zh_tw,我今天早退了。,DailyLife,878
zh_tw,我今晚有個晚餐約會。,DailyLife,879
zh_tw,我今晚有個約會。,DailyLife,880
zh_tw,我今晚有個會議。,DailyLife,881
zh_tw,我計劃今晚出去吃飯。,DailyLife,882
zh_tw,我計劃今晚做晚飯。,DailyLife,883
zh_tw,我今晚要見我的朋友。,DailyLife,884
zh_tw,我今晚要見我的朋友。,DailyLife,885
zh_tw,我今晚做了咖喱晚餐。,DailyLife,886
zh_tw,我今晚出去吃飯了。,DailyLife,887
zh_tw,我今晚沒吃晚飯。,DailyLife,888
zh_tw,我今晚做了晚飯。,DailyLife,889
zh_tw,我今晚有點早吃了晚飯。,DailyLife,890
zh_tw,我今晚自己做了晚飯。,DailyLife,891
zh_tw,我今天吃了一頓很棒的午餐。,DailyLife,892
zh_tw,我今天不得不取消我們的午餐計劃。,DailyLife,893
zh_tw,我今天有個午餐約會。,DailyLife,894
zh_tw,我今天午飯吃了麪包。,DailyLife,895
zh_tw,我今天吃了一頓輕便的午餐。,DailyLife,896
zh_tw,我今天沒吃午飯。,DailyLife,897
zh_tw,我今天吃了晚午餐。,DailyLife,898
zh_tw,我今天在外面吃了午飯。,DailyLife,899
zh_tw,我今天在外面吃了午飯。,DailyLife,900
zh_tw,我今天買了午餐。,DailyLife,901
zh_tw,我今天買了午餐。,DailyLife,902
zh_tw,我今天沒吃午飯。,DailyLife,903
zh_tw,我今天完全筋疲力盡了。,DailyLife,904
zh_tw,我今天感到非常開心。,DailyLife,905
zh_tw,我今天感覺有點不舒服。,DailyLife,906
zh_tw,我今天有點困。,DailyLife,907
zh_tw,我今天感覺有點累。,DailyLife,908
zh_tw,我昨晚做了一個很棒的夢。,DailyLife,909
zh_tw,我今天感覺真的很好。,DailyLife,910
zh_tw,我今天完全筋疲力盡了。,DailyLife,911
zh_tw,我今天真的很難熬。,DailyLife,912
zh_tw,我今天在家。,DailyLife,913
zh_tw,我今天會回家。,DailyLife,914
zh_tw,我今天在家裏放鬆了一整天。,DailyLife,915
zh_tw,我今天在家做飯了。,DailyLife,916
zh_tw,我今天在家工作。,DailyLife,917
zh_tw,我今天打掃了房子。,DailyLife,918
zh_tw,我今天讀完了這本書。,DailyLife,919
zh_tw,我今天已經打掃完了。,DailyLife,920
zh_tw,我今天已經打掃完了。,DailyLife,921
zh_tw,我今天慶祝了我朋友的生日。,DailyLife,922
zh_tw,今天我和朋友看了一部電影。,DailyLife,923
zh_tw,我今天和朋友吃了晚飯。,DailyLife,924
zh_tw,我今天和朋友吃了午飯。,DailyLife,925
zh_tw,我今天和朋友吃了午飯。,DailyLife,926
zh_tw,今天我和朋友去了一個咖啡館。,DailyLife,927
zh_tw,今天我和朋友去了一個咖啡館。,DailyLife,928
zh_tw,我今天和朋友通了電話。,DailyLife,929
zh_tw,我今天幫了一個朋友。,DailyLife,930
zh_tw,我今天幫了一個朋友。,DailyLife,931
zh_tw,我今天幫了一個朋友。,DailyLife,932
zh_tw,我今天遇到了一個朋友。,DailyLife,933
zh_tw,我今天和朋友見面了。,DailyLife,934
zh_tw,我今天真的很感激我的朋友。,DailyLife,935
zh_tw,我今天給我朋友打了電話。,DailyLife,936
zh_tw,我今天喝咖啡喝多了。,DailyLife,937
zh_tw,我今天喝了三杯咖啡。,DailyLife,938
zh_tw,我今天沒有喝咖啡。,DailyLife,939
zh_tw,我今天去了咖啡店。,DailyLife,940
zh_tw,我今天在一家咖啡店學習。,DailyLife,941
zh_tw,我今天早早地離開了辦公室。,DailyLife,942
zh_tw,我今天下班後鍛鍊了。,DailyLife,943
zh_tw,我今天感到很累，所以打算早點睡覺。,DailyLife,944
zh_tw,我今天拍了一張照片，因爲天空看起來非常美麗。,DailyLife,945
zh_tw,我今天一整天都很忙。,DailyLife,946
zh_tw,我今天一整天都在工作。,DailyLife,947
zh_tw,我今天一整天都在家。,DailyLife,948
zh_tw,我今天一整天都很累。,DailyLife,949
zh_tw,我今天一整天都筋疲力盡。,DailyLife,950
zh_tw,我今天過得很不錯。,DailyLife,951
zh_tw,今天感覺就像永恆一樣。,DailyLife,952
zh_tw,今天真是漫長的一天。,DailyLife,953
zh_tw,今天感覺就像永恆一樣。,DailyLife,954
zh_tw,我今天過得很棒。,DailyLife,955
zh_tw,我今天感到很開心。,DailyLife,956
zh_tw,我今天很開心。,DailyLife,957
zh_tw,我今天上班遲到了。,DailyLife,958
zh_tw,我今天沒去上班。,DailyLife,959
zh_tw,我今天很早就到了辦公室。,DailyLife,960
zh_tw,我今天在辦公室忙得不可開交。,DailyLife,961
zh_tw,我今天在辦公室做了個演示。,DailyLife,962
zh_tw,今天我在辦公室遇到了一位新同事。,DailyLife,963
zh_tw,我今天在辦公室通宵達旦。,DailyLife,964
zh_tw,我今天很早就離開了辦公室。,DailyLife,965
zh_tw,我今天工作很累。,DailyLife,966
zh_tw,今天我在工作中被人吼叫了。,DailyLife,967
zh_tw,我已經完成了今天會議的準備工作。,DailyLife,968
zh_tw,我爲今天的會議做了準備。,DailyLife,969
zh_tw,我最近非常忙。,DailyLife,970
zh_tw,我最近對戲劇上癮了。,DailyLife,971
zh_tw,我最近在尋找一個新的愛好。,DailyLife,972
zh_tw,我最近真的很努力地學習英語。,DailyLife,973
zh_tw,我最近在學習英語。,DailyLife,974
zh_tw,我最近在學習做飯。,DailyLife,975
zh_tw,我最近開始鍛鍊了。,DailyLife,976
zh_tw,我最近睡眠有些困難。,DailyLife,977
zh_tw,我最近真的很享受讀書。,DailyLife,978
zh_tw,我又開始鍛鍊了。,DailyLife,979
zh_tw,我正在努力更經常地鍛鍊。,DailyLife,980
zh_tw,我計劃開始鍛鍊。,DailyLife,981
zh_tw,我喜歡聽音樂。,DailyLife,982
zh_tw,我喜歡聽音樂。,DailyLife,983
zh_tw,我在聽音樂的同時學習。,DailyLife,984
zh_tw,我真的很喜歡這首歌。,DailyLife,985
zh_tw,我真的很喜歡這首歌。,DailyLife,986
zh_tw,我是這首歌的忠實粉絲，經常聽它。,DailyLife,987
zh_tw,我喜歡這首歌。,DailyLife,988
zh_tw,我真的很喜歡這檯筆記本電腦。,DailyLife,989
zh_tw,我真的很喜歡這個城市。,DailyLife,990
zh_tw,我覺得這部電影真的很有趣。,DailyLife,991
zh_tw,這個月我超支了。,DailyLife,992
zh_tw,這個月我需要小心我的錢。,DailyLife,993
zh_tw,我計劃這個週末去看電影。,DailyLife,994
zh_tw,我這個週末會回家。,DailyLife,995
zh_tw,我需要在這個週末打掃。,DailyLife,996
zh_tw,我這周真的很忙。,DailyLife,997
zh_tw,我這周得去醫院。,DailyLife,998
zh_tw,我這周想休息一下。,DailyLife,999
zh_tw,我這周有個考試。,DailyLife,1000
zh_tw,我這周有很多預約。,DailyLife,1001
zh_tw,我這周在旅行。,DailyLife,1002
zh_tw,我這周有很多事情要處理。,DailyLife,1003
zh_tw,我下班後會去鍛鍊。,DailyLife,1004
zh_tw,我有點早起。,DailyLife,1005
zh_tw,我想休息一下。,DailyLife,1006
zh_tw,我很難入睡。,DailyLife,1007
zh_tw,我以前從未見過那個人。,DailyLife,1008
zh_tw,晚飯後我去散步了。,DailyLife,1009
zh_tw,晚飯後我放鬆一下。,DailyLife,1010
zh_tw,我有個晚餐約會。,DailyLife,1011
zh_tw,我今晚會和家人一起吃晚飯。,DailyLife,1012
zh_tw,我喜歡晚上散步。,DailyLife,1013
zh_tw,我晚上洗澡了。,DailyLife,1014
zh_tw,我計劃今晚去看電影。,DailyLife,1015
zh_tw,我計劃今晚去看電影。,DailyLife,1016
zh_tw,我計劃今晚去鍛鍊。,DailyLife,1017
zh_tw,我今晚要見我的朋友。,DailyLife,1018
zh_tw,我昨晚和朋友通了電話。,DailyLife,1019
zh_tw,我做了一碗拉麪當晚餐。,DailyLife,1020
zh_tw,我還沒吃晚飯。,DailyLife,1021
zh_tw,我正在準備晚飯。,DailyLife,1022
zh_tw,我自己做了晚飯。,DailyLife,1023
zh_tw,我午飯後小睡了一會兒。,DailyLife,1024
zh_tw,我午飯後去散步了。,DailyLife,1025
zh_tw,我要去吃午飯。,DailyLife,1026
zh_tw,我在午休時去散步了。,DailyLife,1027
zh_tw,我在午餐時間散步了。,DailyLife,1028
zh_tw,我在午休時讀了一本書。,DailyLife,1029
zh_tw,午餐時間是我一天中最喜歡的時間。,DailyLife,1030
zh_tw,我午餐吃了麪包。,DailyLife,1031
zh_tw,我午餐吃了一個三明治。,DailyLife,1032
zh_tw,我午餐吃了紫菜卷。,DailyLife,1033
zh_tw,我午餐吃了拉麪。,DailyLife,1034
zh_tw,我午餐做了一碗拉麪。,DailyLife,1035
zh_tw,我午餐吃了拉麪。,DailyLife,1036
zh_tw,我午餐吃了一個三明治。,DailyLife,1037
zh_tw,我午餐吃了一個三明治。,DailyLife,1038
zh_tw,我午餐吃了一份沙拉。,DailyLife,1039
zh_tw,我午餐吃了一份沙拉。,DailyLife,1040
zh_tw,我跳過了午餐。,DailyLife,1041
zh_tw,我跳過了午餐。,DailyLife,1042
zh_tw,我吃了晚午餐。,DailyLife,1043
zh_tw,我買了午餐。,DailyLife,1044
zh_tw,我獨自吃了午飯。,DailyLife,1045
zh_tw,我的英語越來越好。,DailyLife,1046
zh_tw,我感到有點累，需要休息一下。,DailyLife,1047
zh_tw,我通常在早上學習。,DailyLife,1048
zh_tw,我通常在家做飯。,DailyLife,1049
zh_tw,我通常在家裏放鬆。,DailyLife,1050
zh_tw,我每個週末都去看望我的父母。,DailyLife,1051
zh_tw,我每個週末都去看望我的父母。,DailyLife,1052
zh_tw,我總是洗衣服。,DailyLife,1053
zh_tw,我總是在週末去市場。,DailyLife,1054
zh_tw,我每個週末都做飯。,DailyLife,1055
zh_tw,我總是在週末打掃我的房子。,DailyLife,1056
zh_tw,我每個週末都打掃衛生。,DailyLife,1057
zh_tw,我計劃這個週末和家人出去吃飯。,DailyLife,1058
zh_tw,我打算這個週末放鬆一下。,DailyLife,1059
zh_tw,我計劃這個週末去看電影。,DailyLife,1060
zh_tw,我計劃這個週末去看電影。,DailyLife,1061
zh_tw,我計劃這個週末去看電影。,DailyLife,1062
zh_tw,我計劃這個週末去看電影。,DailyLife,1063
zh_tw,我週末看了一部電影。,DailyLife,1064
zh_tw,我這個週末會回家。,DailyLife,1065
zh_tw,我計劃這個週末和朋友見面。,DailyLife,1066
zh_tw,我計劃這個週末和朋友們出去玩。,DailyLife,1067
zh_tw,我計劃這個週末和朋友見面。,DailyLife,1068
zh_tw,這個週末我要放鬆一下。,DailyLife,1069
zh_tw,我目前正在看電視。,DailyLife,1070
zh_tw,我目前正在學習。,DailyLife,1071
zh_tw,我目前正在學習。,DailyLife,1072
zh_tw,我現在正在學習。,DailyLife,1073
zh_tw,我現在正準備出去。,DailyLife,1074
zh_tw,我現在完全餓壞了。,DailyLife,1075
zh_tw,我現在完全餓壞了。,DailyLife,1076
zh_tw,我現在完全筋疲力盡了。,DailyLife,1077
zh_tw,我現在感到非常疲憊，根本不想做任何事情。,DailyLife,1078
zh_tw,我目前正在聽音樂。,DailyLife,1079
zh_tw,我目前正在聽音樂。,DailyLife,1080
zh_tw,我現在在圖書館。,DailyLife,1081
zh_tw,我現在正在吃飯。,DailyLife,1082
zh_tw,我現在要去吃飯。,DailyLife,1083
zh_tw,我現在正在吃飯。,DailyLife,1084
zh_tw,我現在正在吃飯。,DailyLife,1085
zh_tw,我現在在等公交車。,DailyLife,1086
zh_tw,我現在在等公交車。,DailyLife,1087
zh_tw,我現在在等公交車。,DailyLife,1088
zh_tw,我現在正在洗衣服。,DailyLife,1089
zh_tw,我現在正在洗衣服。,DailyLife,1090
zh_tw,我現在出去散步。,DailyLife,1091
zh_tw,我現在出去散步。,DailyLife,1092
zh_tw,我目前正在洗碗。,DailyLife,1093
zh_tw,我現在正在洗碗。,DailyLife,1094
zh_tw,我現在出去購物了。,DailyLife,1095
zh_tw,我目前正在做作業。,DailyLife,1096
zh_tw,我現在想休息一下。,DailyLife,1097
zh_tw,我現在正在休息。,DailyLife,1098
zh_tw,我現在正在休息。,DailyLife,1099
zh_tw,我現在正在休息。,DailyLife,1100
zh_tw,我現在在電影院。,DailyLife,1101
zh_tw,我目前正在聽音樂。,DailyLife,1102
zh_tw,我目前正在聽音樂。,DailyLife,1103
zh_tw,我目前正在聽音樂。,DailyLife,1104
zh_tw,我目前正在檢查我的電子郵件。,DailyLife,1105
zh_tw,我剛剛完成了我的工作。,DailyLife,1106
zh_tw,我現在短暫休息一下。,DailyLife,1107
zh_tw,我現在很難入睡。,DailyLife,1108
zh_tw,我現在感到很困。,DailyLife,1109
zh_tw,我正在準備晚飯。,DailyLife,1110
zh_tw,我現在正在吃午飯。,DailyLife,1111
zh_tw,我現在要去吃午飯。,DailyLife,1112
zh_tw,我現在想安靜一下。,DailyLife,1113
zh_tw,我現在在地鐵上。,DailyLife,1114
zh_tw,我現在在地鐵上。,DailyLife,1115
zh_tw,我目前正在打掃房子。,DailyLife,1116
zh_tw,我現在正在打掃房子。,DailyLife,1117
zh_tw,我現在正回家。,DailyLife,1118
zh_tw,我現在正回家。,DailyLife,1119
zh_tw,我剛到家。,DailyLife,1120
zh_tw,我現在在家。,DailyLife,1121
zh_tw,我現在在家。,DailyLife,1122
zh_tw,我目前正在喝茶。,DailyLife,1123
zh_tw,我現在正在等我的朋友。,DailyLife,1124
zh_tw,我現在正在喝一杯咖啡。,DailyLife,1125
zh_tw,我現在正在喝一杯咖啡。,DailyLife,1126
zh_tw,我現在正在喝一杯咖啡。,DailyLife,1127
zh_tw,我目前正在喝咖啡。,DailyLife,1128
zh_tw,我現在在一家咖啡店。,DailyLife,1129
zh_tw,我現在正回家。,DailyLife,1130
zh_tw,我現在正下班回家。,DailyLife,1131
zh_tw,我現在正在回家的路上。,DailyLife,1132
zh_tw,我現在感到非常疲倦。,DailyLife,1133
zh_tw,我現在在開會。,DailyLife,1134
zh_tw,我已經打掃完房子了。,DailyLife,1135
zh_tw,我已經完成了所有的家務活。,DailyLife,1136
zh_tw,我想回家。,DailyLife,1137
zh_tw,我正回家。,DailyLife,1138
zh_tw,我現在正回家。,DailyLife,1139
zh_tw,我真想在家裏放鬆一下。,DailyLife,1140
zh_tw,我打開了窗戶。,DailyLife,1141
zh_tw,我喜歡讀書。,DailyLife,1142
zh_tw,我喜歡讀書。,DailyLife,1143
zh_tw,我喜歡讀書。,DailyLife,1144
zh_tw,我給朋友準備了一份生日禮物。,DailyLife,1145
zh_tw,我給朋友準備了一份生日禮物。,DailyLife,1146
zh_tw,我參加了朋友的生日派對。,DailyLife,1147
zh_tw,我參加了朋友的生日派對。,DailyLife,1148
zh_tw,我和朋友們吃了晚飯。,DailyLife,1149
zh_tw,我和我的朋友有個會議。,DailyLife,1150
zh_tw,我和朋友看了一部電影。,DailyLife,1151
zh_tw,我今晚和朋友出去吃飯。,DailyLife,1152
zh_tw,我給我朋友打了電話。,DailyLife,1153
zh_tw,我將會和我的朋友在咖啡館閒逛。,DailyLife,1154
zh_tw,我和朋友喝了咖啡。,DailyLife,1155
zh_tw,我正在和朋友通電話。,DailyLife,1156
zh_tw,我給朋友發了短信。,DailyLife,1157
zh_tw,我給我的朋友發了一條消息。,DailyLife,1158
zh_tw,我給朋友發了短信。,DailyLife,1159
zh_tw,我的朋友給了我一份禮物。,DailyLife,1160
zh_tw,我給我的朋友送了一份禮物。,DailyLife,1161
zh_tw,我聯繫了我的朋友。,DailyLife,1162
zh_tw,我給我朋友打了電話。,DailyLife,1163
zh_tw,我給我朋友打了電話。,DailyLife,1164
zh_tw,我給我的朋友寫了一封信。,DailyLife,1165
zh_tw,我接到一個朋友的電話。,DailyLife,1166
zh_tw,我喝了一杯果汁而不是咖啡。,DailyLife,1167
zh_tw,我喝了茶而不是咖啡。,DailyLife,1168
zh_tw,我要一杯茶而不是咖啡。,DailyLife,1169
zh_tw,我喜歡邊喝咖啡邊閱讀。,DailyLife,1170
zh_tw,我想要一杯咖啡。,DailyLife,1171
zh_tw,我正在努力減少咖啡的攝入。,DailyLife,1172
zh_tw,我給自己泡了一杯咖啡。,DailyLife,1173
zh_tw,我喝多了杯咖啡。,DailyLife,1174
zh_tw,我喝咖啡喝多了。,DailyLife,1175
zh_tw,我一天喝兩杯咖啡。,DailyLife,1176
zh_tw,我一天喝三杯咖啡。,DailyLife,1177
zh_tw,我很想喝一杯咖啡。,DailyLife,1178
zh_tw,我更喜歡茶而不是咖啡。,DailyLife,1179
zh_tw,我更喜歡茶而不是咖啡。,DailyLife,1180
zh_tw,我在一家咖啡店學習。,DailyLife,1181
zh_tw,我剛買了一臺新電腦。,DailyLife,1182
zh_tw,雖然我很累，但我很快樂。,DailyLife,1183
zh_tw,我早些睡覺因爲我感到筋疲力盡。,DailyLife,1184
zh_tw,我喜歡披薩，但不會經常吃。,DailyLife,1185
zh_tw,我喜歡這張比薩。,DailyLife,1186
zh_tw,我是披薩的忠實粉絲。,DailyLife,1187
zh_tw,我更喜歡獨自一人。,DailyLife,1188
zh_tw,我真的很需要休息一下。,DailyLife,1189
zh_tw,我在等待我的假期。,DailyLife,1190
zh_tw,你感覺身體不舒服嗎？,DailyLife,1191
zh_tw,你對他說了什麼？,DailyLife,1192
zh_tw,你更喜歡貓還是狗？,DailyLife,1193
zh_tw,你喜歡貓嗎？,DailyLife,1194
zh_tw,你想養一隻貓嗎？,DailyLife,1195
zh_tw,你知道那家商店位於哪裏嗎？,DailyLife,1196
zh_tw,你同意那個計劃嗎？,DailyLife,1197
zh_tw,你聽過那首歌嗎？,DailyLife,1198
zh_tw,你喜歡那首歌嗎？,DailyLife,1199
zh_tw,你看到那條新聞了嗎？,DailyLife,1200
zh_tw,你這是認真的嗎？,DailyLife,1201
zh_tw,你知道那是什麼情況嗎？,DailyLife,1202
zh_tw,你解決了那個問題嗎？,DailyLife,1203
zh_tw,你解決了那個問題嗎？,DailyLife,1204
zh_tw,你同意那個問題嗎？,DailyLife,1205
zh_tw,你還記得他嗎？,DailyLife,1206
zh_tw,你見過他嗎？,DailyLife,1207
zh_tw,你見過那個人嗎？,DailyLife,1208
zh_tw,你信任他嗎？,DailyLife,1209
zh_tw,你看到那個人了嗎？,DailyLife,1210
zh_tw,你知道那個人是誰嗎？,DailyLife,1211
zh_tw,你知道他嗎？,DailyLife,1212
zh_tw,你和那個人怎麼了？,DailyLife,1213
zh_tw,你喜歡那個人嗎？,DailyLife,1214
zh_tw,你喜歡他嗎？,DailyLife,1215
zh_tw,你喜歡他嗎？,DailyLife,1216
zh_tw,你想再見到他嗎？,DailyLife,1217
zh_tw,你信任那個人嗎？,DailyLife,1218
zh_tw,你信任那個人嗎？,DailyLife,1219
zh_tw,你爲什麼不喜歡那個人？,DailyLife,1220
zh_tw,你經常見到那個人嗎？,DailyLife,1221
zh_tw,你對他說了什麼？,DailyLife,1222
zh_tw,你給他打電話了嗎？,DailyLife,1223
zh_tw,你聽說那個謠言了嗎？,DailyLife,1224
zh_tw,你聽到消息了嗎？,DailyLife,1225
zh_tw,你聽到消息了嗎？,DailyLife,1226
zh_tw,你聽到消息了嗎？,DailyLife,1227
zh_tw,你去過那家餐廳嗎？,DailyLife,1228
zh_tw,你聽說那件事了嗎？,DailyLife,1229
zh_tw,你看過那部電影嗎？,DailyLife,1230
zh_tw,你覺得那部電影怎麼樣？,DailyLife,1231
zh_tw,你覺得那部電影怎麼樣？,DailyLife,1232
zh_tw,你喜歡那部電影嗎？,DailyLife,1233
zh_tw,你喜歡那部電影嗎？,DailyLife,1234
zh_tw,你看過那部電影嗎？,DailyLife,1235
zh_tw,你看過那部電影嗎？,DailyLife,1236
zh_tw,你從哪裏得到那條裙子？,DailyLife,1237
zh_tw,你試過那種食物嗎？,DailyLife,1238
zh_tw,你喜歡那種食物嗎？,DailyLife,1239
