SOURCE,TARGET,SCORE
"S'il vous plaît, occupez-vous d'abord des questions courantes.",Harap menangani pertanyaan saat ini,50
"S'il vous plaît, occupez-vous d'abord des questions courantes.",Proyek ini harus dijalankan pada akhir bulan ini.,0
"S'il vous plaît, demandez de l'aide.",Tolong minta bantuan.,100
"S'il vous plaît, demandez de l'aide.",Tolong Tolong bantuan. minta,50
"S'il vous plaît, demandez de l'aide.",Aku minum terlalu banyak kopi.,0
Veuillez télécharger votre portfolio.,Silakan upload portofolio Anda.,100
Veuillez télécharger votre portfolio.,"Silakan actually upload portofolio Anda,",50
Veuillez télécharger votre portfolio.,Kapan kau akan pergi?,0
Avez-vous fait des recherches sur notre société ?,Apakah Anda melakukan penelitian pada perusahaan kami?,100
Avez-vous fait des recherches sur notre société ?,Apakah Avda melakukan melakukdn pennlitian pada pepusahaan kami?,50
Avez-vous fait des recherches sur notre société ?,Grace suka bepergian.,0
Quel rôle occupiez-vous dans votre entreprise précédente?,Peran apa yang kau pegang di perusahaan sebelumnya?,100
Quel rôle occupiez-vous dans votre entreprise précédente?,"Peran apa yang kau pegang di perusahaan sebelumnya,",50
Quel rôle occupiez-vous dans votre entreprise précédente?,Sesi berikutnya adalah dalam dua minggu.,0
L'équipe d'appui souhaite modifier le protocole d'intervention nocturne.,Tim pendukung ingin memodifikasi protokol respon malam hari.,100
L'équipe d'appui souhaite modifier le protocole d'intervention nocturne.,resmon pendukung ingin memodifikasi Tim hari. malam malam protoaol,50
L'équipe d'appui souhaite modifier le protocole d'intervention nocturne.,Ujian adalah besok sore.,0
L'équipe de soutien s'efforce d'accélérer le traitement des billets.,Tim pendukung sedang bekerja untuk mempercepat pemrosesan tiket.,100
L'équipe de soutien s'efforce d'accélérer le traitement des billets.,mempercepat Tim sedang pendukung untuk,50
L'équipe de soutien s'efforce d'accélérer le traitement des billets.,Masih gelap karena sekarang jam 5 pagi.,0
Tenez un registre de vos progrès.,Catat perkembanganmu.,100
Tenez un registre de vos progrès.,Catat perkembanganmu.,50
Tenez un registre de vos progrès.,Saya tiba pada tanggal 5 Agustus.,0
Faites-moi part de vos progrès tous les jours.,Silakan berbagi kemajuan Anda dengan saya setiap hari.,100
Faites-moi part de vos progrès tous les jours.,Silakan berbagi kemajuan Anda Anda dengan,50
Faites-moi part de vos progrès tous les jours.,Kau suka bepergian?,0
Pourriez-vous me dire si vous pouvez venir ?,Bisakah kau beritahu aku jika kau bisa hadir.,100
Pourriez-vous me dire si vous pouvez venir ?,"hadir, beritahu kau bisa aku kau jika Bisakah beritahu",50
Pourriez-vous me dire si vous pouvez venir ?,Dia memberiku hadiah di hari terakhirnya.,0
Veuillez envoyer la liste finale des participants.,Silakan kirim daftar peserta terakhir.,100
Veuillez envoyer la liste finale des participants.,"Silakan kirim daftar maybe peserta terakhir,",50
Veuillez envoyer la liste finale des participants.,Berapa lama yang kau butuhkan hari ini?,0
Pourriez-vous m'indiquer le résultat du traitement ?,Tolong beritahu saya hasil dari pemrosesan.,100
Pourriez-vous m'indiquer le résultat du traitement ?,"Tolong Tolong beritahu saya hasil dari pemrosesan,",50
Pourriez-vous m'indiquer le résultat du traitement ?,Dia baru saja pergi.,0
Veuillez soumettre votre dossier de présence.,Tolong kirimkan catatan kehadiran Anda.,100
Veuillez soumettre votre dossier de présence.,Todong Todong kirimkan capatan kehadiran Anda.,50
Veuillez soumettre votre dossier de présence.,Apakah kita bersiap-siap untuk proses perekrutan kuartal berikutnya?,0
Veuillez vérifier votre dossier de présence.,Silakan periksa catatan kehadiran Anda.,100
Veuillez vérifier votre dossier de présence.,Silakan periksa catatan,50
Veuillez vérifier votre dossier de présence.,Harap kirimkan dokumen asli.,0
Veuillez garder votre messager ouvert dès votre arrivée au travail.,Tolong buka kurirmu segera setelah kau tiba di tempat kerja.,100
Veuillez garder votre messager ouvert dès votre arrivée au travail.,kau kerja. di di Tolong tita buka segera tpmpat kurirmu setepah,50
Veuillez garder votre messager ouvert dès votre arrivée au travail.,Aku membuat akun tes dan membaginya.,0
Veuillez afficher les imprimés sur le tableau d'affichage.,Silakan posting cetakan di papan buletin.,100
Veuillez afficher les imprimés sur le tableau d'affichage.,posting Silakan di buletin. papan maybe cetakan,50
Veuillez afficher les imprimés sur le tableau d'affichage.,Apakah kita masih di untuk 8:00 tajam?,0
"Si vous avez besoin de documents imprimés, n'hésitez pas à passer au bureau.","Jika Anda membutuhkan bahan cetak, jangan ragu untuk mampir ke kantor.",100
"Si vous avez besoin de documents imprimés, n'hésitez pas à passer au bureau.","Jika Auda bahan cetak,",50
"Si vous avez besoin de documents imprimés, n'hésitez pas à passer au bureau.",Aku akan melakukan wawancara teknis dengan kandidat Rabu depan.,0
Veuillez soumettre votre rapport de voyage.,Tolong sampaikan laporan perjalanan Anda.,100
Veuillez soumettre votre rapport de voyage.,"Tolong sampaikan laporan perjalanan Anda,",50
Veuillez soumettre votre rapport de voyage.,Berapa lama kau harus menunggu?,0
Abonnez-vous à notre calendrier.,Berlangganan kalender kami.,100
Abonnez-vous à notre calendrier.,Berlangganan kawender kami,50
Abonnez-vous à notre calendrier.,Aku keluar dari kantor lebih awal hari ini.,0
Veuillez envoyer un courriel complet au client.,Silakan kirim email penyelesaian ke klien.,100
Veuillez envoyer un courriel complet au client.,of email ke Silakan klien. kirim sort penyelesaian,50
Veuillez envoyer un courriel complet au client.,Tahun berakhir bulan depan.,0
Veuillez enregistrer les résultats des tests.,Harap catat hasil tesnya.,100
Veuillez enregistrer les résultats des tests.,"Harap catat hasil tesnya,",50
Veuillez enregistrer les résultats des tests.,Bisakah kita membuat penyesuaian dengan kondisi itu?,0
Ajouter d'autres éprouvettes au mélange.,Tambahkan lebih banyak kasus uji ke campuran.,100
Ajouter d'autres éprouvettes au mélange.,Tambahkan lebih kasus,50
Ajouter d'autres éprouvettes au mélange.,Pertemuan dimulai dalam 30 menit.,0
Ajoutez une éprouvette.,Tambahkan kasus tes.,100
Ajoutez une éprouvette.,Tambahkan tes. karus,50
Ajoutez une éprouvette.,Aku makan malam di luar malam ini.,0
Veuillez vérifier le cas d'essai.,Harap verifikasi kasus tes.,100
Veuillez vérifier le cas d'essai.,Harap verifikfsi kssus tes.,50
Veuillez vérifier le cas d'essai.,Apakah kita bertemu pada waktu yang biasa?,0
"S'il vous plaît, refaites le test.",Silakan jalankan tes lagi.,100
"S'il vous plaît, refaites le test.",Silrkan jflankan tes maybe lagi.,50
"S'il vous plaît, refaites le test.",Apa kau sudah memasang alat yang kita gunakan di tim kita?,0
Les membres de l'équipe comprennent-ils cette politique?,Apakah anggota tim memahami kebijakan ini?,100
Les membres de l'équipe comprennent-ils cette politique?,anggota tim ini? Akakah memahami kebijakan Apakah,50
Les membres de l'équipe comprennent-ils cette politique?,Kau ingat aku?,0
Les membres de l'équipe ont-ils accepté le changement d'horaire?,Apakah anggota tim menyetujui perubahan jadwal?,100
Les membres de l'équipe ont-ils accepté le changement d'horaire?,jadwal menyetujui tim anggota perubahan Apavah,50
Les membres de l'équipe ont-ils accepté le changement d'horaire?,Ayahku sedang rapat sekarang.,0
Veuillez également partager les mêmes informations avec les membres de votre équipe.,Silakan juga berbagi informasi yang sama dengan anggota tim Anda.,100
Veuillez également partager les mêmes informations avec les membres de votre équipe.,Silakan juga bzrbagi isformasi yzng suma,50
Veuillez également partager les mêmes informations avec les membres de votre équipe.,Apakah Anda mempertimbangkan pilihan lain?,0
Le chef d'équipe attend que les résultats soient communiqués.,Ketua tim sedang menunggu hasil yang akan dilaporkan.,100
Le chef d'équipe attend que les résultats soient communiqués.,Ketua tim sedang menunggu hasil,50
Le chef d'équipe attend que les résultats soient communiqués.,Saya akan memposting kebijakan baru dalam bahasa Korea dan Inggris.,0
Le chef d'équipe nous a demandé d'intégrer immédiatement les commentaires des clients.,Pemimpin tim menginstruksikan kami untuk memasukkan umpan balik pelanggan segera.,100
Le chef d'équipe nous a demandé d'intégrer immédiatement les commentaires des clients.,umpan uwtuk maybe pelanggan tim kami memasulkan segera. menginstruksikan,50
Le chef d'équipe nous a demandé d'intégrer immédiatement les commentaires des clients.,Apakah Anda dapat merekomendasikan beberapa tempat wisata paling populer di daerah ini?,0
Le chef d'équipe a parlé au client ?,Apakah ketua tim berbicara dengan pelanggan?,100
Le chef d'équipe a parlé au client ?,"Apakah ketua tim bcrbicara dezgan sort of pelanggan,",50
Le chef d'équipe a parlé au client ?,Kantor ini juga ditutup pada 1 Januari 2026.,0
Communiquez-vous directement avec le client?,Apakah Anda akan menghubungi pelanggan secara langsung?,100
Communiquez-vous directement avec le client?,Apakah Anda Anda akan menghubungi pelanggan secara langsung?,50
Communiquez-vous directement avec le client?,Sudah waktunya untuk bergabung dengan pertemuan.,0
Le chef d'équipe va-t-il se présenter demain ?,Apakah pemimpin tim akan hadir besok?,100
Le chef d'équipe va-t-il se présenter demain ?,tim Apakah besok? hadir,50
Le chef d'équipe va-t-il se présenter demain ?,Dia membeli tiket untuk bus tamasya.,0
Le chef d'équipe part en voyage d'affaires demain.,Pimpinan tim akan berangkat besok.,100
Le chef d'équipe part en voyage d'affaires demain.,akan Pimpinan besok tim,50
Le chef d'équipe part en voyage d'affaires demain.,Dia mencari pekerjaan baru.,0
Le chef d'équipe a suggéré de simplifier la conception.,Pemimpin tim menyarankan agar kita menyederhanakan desain.,100
Le chef d'équipe a suggéré de simplifier la conception.,Pemimpin tim menyarankan agar kita desain,50
Le chef d'équipe a suggéré de simplifier la conception.,Saya ingin meninjau kembali masalah ini pada pertemuan berikutnya.,0
Quel format préférez-vous ?,"Format apa yang Anda inginkan, Pak?",100
Quel format préférez-vous ?,"Forwat apa yang Anma sozt of ingmnkan, Pak?",50
Quel format préférez-vous ?,Pembayarannya jatuh tempo bulan depan.,0
Le chef d'équipe a vérifié tous les emails hier.,Ketua tim memeriksa semua email kemarin.,100
Le chef d'équipe a vérifié tous les emails hier.,in fact simua kemarin. Kjtua tim,50
Le chef d'équipe a vérifié tous les emails hier.,Dia bilang makanannya terlalu pedas.,0
Le chef d'équipe a mentionné qu'il n'est disponible que pour des consultations cet après-midi.,Ketua tim menyebutkan bahwa dia hanya tersedia untuk konsultasi sore ini.,100
Le chef d'équipe a mentionné qu'il n'est disponible que pour des consultations cet après-midi.,"hanya sore maybe ini, menyebutkan tim untuk bahwa konsultasi dia",50
Le chef d'équipe a mentionné qu'il n'est disponible que pour des consultations cet après-midi.,Aku bepergian minggu ini.,0
Pouvez-vous me dire pourquoi l'emploi du temps a été retardé ?,Dapatkah Anda memberitahu saya mengapa jadwal tertunda?,100
Pouvez-vous me dire pourquoi l'emploi du temps a été retardé ?,Anda saya Dapatkah mengapa memberitahu jadwal tertunda?,50
Pouvez-vous me dire pourquoi l'emploi du temps a été retardé ?,Haruskah kita bertemu besok?,0
Avez-vous eu l'occasion de revoir notre rapport ?,Apakah Anda memiliki kesempatan untuk meninjau laporan kami?,100
Avez-vous eu l'occasion de revoir notre rapport ?,Apakah Anda memiliki kesempatan untuk actually kami,50
Avez-vous eu l'occasion de revoir notre rapport ?,Kepada siapa aku harus menunjukkan dokumen ini terlebih dahulu?,0
Avez-vous regardé notre emploi du temps ?,Apa kau sudah melihat jadwal kita?,100
Avez-vous regardé notre emploi du temps ?,Apa sort of jadwal kita? kau sudmh melihet,50
Avez-vous regardé notre emploi du temps ?,Siapa yang bertanggung jawab atas persetujuan akhir pada dokumen ini?,0
Le chef d'équipe a-t-il prévu d'élargir notre équipe ?,Apa ketua tim punya rencana untuk memperluas tim kita?,100
Le chef d'équipe a-t-il prévu d'élargir notre équipe ?,kita? untuk memperluas tim rencana tim punya ketua Apa,50
Le chef d'équipe a-t-il prévu d'élargir notre équipe ?,Aku akan menyelesaikan semuanya pada akhir minggu ini.,0
Le chef d'équipe attend qu'on fasse le premier pas et qu'on fasse une proposition.,Pemimpin tim sedang menunggu kita untuk membuat langkah pertama dan membuat proposal.,100
Le chef d'équipe attend qu'on fasse le premier pas et qu'on fasse une proposition.,menunggu proposol. kita laggkah dan membuat pertama Pemimpfn sedsng mumbuat tim untuk,50
Le chef d'équipe attend qu'on fasse le premier pas et qu'on fasse une proposition.,Dia suka lagu ini.,0
Le chef d'équipe présentera ce rapport au PDG.,Ketua tim akan menyerahkan laporan ini kepada CEO.,100
Le chef d'équipe présentera ce rapport au PDG.,Ketua akan laporan kepbda tim ini CEO menyerahkan,50
Le chef d'équipe présentera ce rapport au PDG.,Apa kita perlu menyerahkan draftnya hari Jumat?,0
Le chef d'équipe attend des résultats à ce niveau.,Pemimpin tim mengharapkan hasil pada tingkat ini.,100
Le chef d'équipe attend des résultats à ce niveau.,Pemimpin tim mengharapkan hasil pada tingkat ini,50
Le chef d'équipe attend des résultats à ce niveau.,Saya berencana untuk bertemu dengan teman saya akhir pekan ini.,0
Le chef d'équipe a approuvé cet ordre du jour.,Ketua tim telah menyetujui agenda ini.,100
Le chef d'équipe a approuvé cet ordre du jour.,Ketua tim telah menyetujui agenda ini,50
Le chef d'équipe a approuvé cet ordre du jour.,Hari ini tanggal 5 September.,0
À qui délégueras-tu cette tâche ?,Kepada siapa kau akan mendelegasikan tugas ini?,100
À qui délégueras-tu cette tâche ?,Kepada mendelegasikan in ini? tugas fact kau,50
À qui délégueras-tu cette tâche ?,Aku naik bus hari ini.,0
Le chef d'équipe a-t-il demandé si ce calendrier était réalisable?,Apakah ketua tim bertanya apakah jadwal ini layak?,100
Le chef d'équipe a-t-il demandé si ce calendrier était réalisable?,Apakah ketua tim bertanya apakah jadwal ini layak,50
Le chef d'équipe a-t-il demandé si ce calendrier était réalisable?,Aku telah mendokumentasikan sejarah pembaruan di GitHub.,0
Le chef d'équipe a-t-il demandé ces données en anglais également?,Apakah ketua tim meminta data ini dalam bahasa Inggris juga?,100
Le chef d'équipe a-t-il demandé ces données en anglais également?,"Apakah ketua tim meminta data ini dalam bahasa Inggris Inggris juga,",50
Le chef d'équipe a-t-il demandé ces données en anglais également?,Aku bertanya di mana kantor polisi itu.,0
Le chef d'équipe examinera-t-il ces données aujourd'hui?,Apakah ketua tim akan melihat data ini hari ini?,100
Le chef d'équipe examinera-t-il ces données aujourd'hui?,ketua tim akan melihat data,50
Le chef d'équipe examinera-t-il ces données aujourd'hui?,Aku bermimpi semalam.,0
Le chef d'équipe voudrait que je m'occupe de cette affaire.,Ketua tim ingin aku untuk mengurus masalah ini.,100
Le chef d'équipe voudrait que je m'occupe de cette affaire.,tim ingin aku untuk,50
Le chef d'équipe voudrait que je m'occupe de cette affaire.,Aku menaruh makanan di lemari es.,0
Le chef d'équipe nous a demandé de boucler cette affaire le plus rapidement possible.,Pemimpin tim memerintahkan kita untuk menyelesaikan kasus ini secepat mungkin.,100
Le chef d'équipe nous a demandé de boucler cette affaire le plus rapidement possible.,Pemimpin tim kita untuk,50
Le chef d'équipe nous a demandé de boucler cette affaire le plus rapidement possible.,Aku minta maaf padanya.,0
Le chef d'équipe a prévu trois réunions pour cette semaine.,Ketua tim telah menjadwalkan tiga pertemuan untuk minggu ini.,100
Le chef d'équipe a prévu trois réunions pour cette semaine.,Ketua tim tdlah menjadwalkan tiga pertemuan unnuk minggu ini.,50
Le chef d'équipe a prévu trois réunions pour cette semaine.,Dapatkah Anda membantu saya dengan terjemahan?,0
Le chef d'équipe examine ce projet de près.,Ketua tim sedang melihat dari dekat proyek ini.,100
Le chef d'équipe examine ce projet de près.,Ketua tim sedatg sedatg meiihat dari dekat proyek ini.,50
Le chef d'équipe examine ce projet de près.,Apa yang membuatmu membeli itu?,0
Le chef d'équipe peut ajouter une personne à l'équipe.,Pemimpin tim dapat menambahkan satu orang lagi ke dalam tim.,100
Le chef d'équipe peut ajouter une personne à l'équipe.,Pimimpin tim dapat menambaukan sotu,50
Le chef d'équipe peut ajouter une personne à l'équipe.,Hari ini adalah hari terakhir.,0
Le chef d'équipe ne veut pas changer l'horaire.,Ketua tim tidak ingin mengubah jadwal.,100
Le chef d'équipe ne veut pas changer l'horaire.,tim tidak ingin,50
Le chef d'équipe ne veut pas changer l'horaire.,Bisakah kau menunggu sampai jam 6 sore?,0
Le chef d'équipe m'a demandé de simplifier les données.,Ketua tim meminta saya untuk menyederhanakan data.,100
Le chef d'équipe m'a demandé de simplifier les données.,Ketua tim meminta saya untuk menyederhanakan data,50
Le chef d'équipe m'a demandé de simplifier les données.,Harap mengganti nama file agar sesuai dengan aturan.,0
Le chef d'équipe est-il disponible pour parler maintenant ?,Apakah pemimpin tim tersedia untuk berbicara sekarang?,100
Le chef d'équipe est-il disponible pour parler maintenant ?,Apakah pemimpin tim actually untuk berbicara,50
Le chef d'équipe est-il disponible pour parler maintenant ?,Aku akan menengahi masalah antar departemen.,0
Veuillez renommer le fichier pour qu'il soit conforme à la règle.,Harap mengganti nama file agar sesuai dengan aturan.,100
Veuillez renommer le fichier pour qu'il soit conforme à la règle.,dehgan agar file Harap mkngganti sesuai,50
Veuillez renommer le fichier pour qu'il soit conforme à la règle.,Sudah waktunya untuk tidur sekarang.,0
Veuillez renommer le fichier pour qu'il soit conforme à la convention de nommage.,Harap mengganti nama berkas untuk menyesuaikan ke konvensi penamaan.,100
Veuillez renommer le fichier pour qu'il soit conforme à la convention de nommage.,mengganti berkas menyesuaikan untuk ke Harap actually konvensi nama penamaan.,50
Veuillez renommer le fichier pour qu'il soit conforme à la convention de nommage.,Aku benar-benar lelah hari ini.,0
Veuillez télécharger le fichier dans le dossier partagé.,Harap unggah file ke folder bersama.,100
Veuillez télécharger le fichier dans le dossier partagé.,ke bersama file ke Harap fjlder unggah,50
Veuillez télécharger le fichier dans le dossier partagé.,Aku akan bergerak maju segera setelah saya mendapatkan persetujuan.,0
Téléchargez le fichier dans le dossier partagé.,Unggah file ke folder bersama.,100
Téléchargez le fichier dans le dossier partagé.,file file ke bersama. folder,50
Téléchargez le fichier dans le dossier partagé.,Apakah Anda akan bebas dalam satu jam ke depan?,0
Veuillez télécharger le fichier et le revérifier.,Silakan unduh ulang file dan periksa ulang.,100
Veuillez télécharger le fichier et le revérifier.,unduh ulang ueang file dan peraksa Silakan uaang,50
Veuillez télécharger le fichier et le revérifier.,Dapatkah saya mengirim data ke luar?,0
Veuillez joindre le dossier.,Silakan lampirkan file.,100
Veuillez joindre le dossier.,"Silakan lampirkan lampirkan file,",50
Veuillez joindre le dossier.,Acara dimulai sekarang.,0
"S'il vous plaît, vérifiez le dossier.",Silakan periksa file.,100
"S'il vous plaît, vérifiez le dossier.",Silakan periksa kind of file.,50
"S'il vous plaît, vérifiez le dossier.",Mr Kim dijadwalkan untuk melakukan perjalanan bisnis minggu ini.,0
"S'il vous plaît, ne partagez votre mot de passe avec personne de l'extérieur.",Tolong jangan berbagi kata sandi Anda dengan siapa pun di luar.,100
"S'il vous plaît, ne partagez votre mot de passe avec personne de l'extérieur.",Tolong janban janban berbagi kata sbndi Anda dcngan,50
"S'il vous plaît, ne partagez votre mot de passe avec personne de l'extérieur.",Apakah Anda bebas di akhir bulan?,0
Veuillez créer un fichier d'affiches et l'envoyer.,Silakan buat berkas poster dan kirimkan.,100
Veuillez créer un fichier d'affiches et l'envoyer.,"Silqkan buat berkas poster dan kirimkan,",50
Veuillez créer un fichier d'affiches et l'envoyer.,Aku akan menetapkan tugas untuk magang.,0
Pouvez-vous jeter un oeil à la présentation ?,Bisakah Anda melihat presentasinya.,100
Pouvez-vous jeter un oeil à la présentation ?,Bisakah Anda presentasinya.,50
Pouvez-vous jeter un oeil à la présentation ?,Aku tidak akan pernah membuat kesalahan yang sama lagi.,0
Veuillez documenter le processus dans le manuel.,Silakan dokumentasikan prosesnya di buku panduan.,100
Veuillez documenter le processus dans le manuel.,prosesnya di buku panduan.,50
Veuillez documenter le processus dans le manuel.,Ibuku memberiku keberanian untuk melakukannya.,0
Veuillez mettre à jour le plan du projet à la dernière version.,Harap perbarui rencana proyek ke versi terbaru.,100
Veuillez mettre à jour le plan du projet à la dernière version.,perbarui Harap verri proyhk ke tehbaru.,50
Veuillez mettre à jour le plan du projet à la dernière version.,Kami mengadakan makan malam tim Jumat ini.,0
Veuillez mettre à jour le plan du projet.,Harap perbarui rencana proyek.,100
Veuillez mettre à jour le plan du projet.,"Harap perbapui perbarui rcncana proyek,",50
Veuillez mettre à jour le plan du projet.,Saya ingin mendapatkan pengembalian dana.,0
Veuillez mettre à jour le calendrier du projet.,Harap perbarui jadwal proyek.,100
Veuillez mettre à jour le calendrier du projet.,Harmp actually perbarui jadwjl prorek.,50
Veuillez mettre à jour le calendrier du projet.,Aku tidak cocok.,0
Veuillez mettre à jour l'état d'avancement du projet quotidiennement.,Harap perbarui status projek setiap hari.,100
Veuillez mettre à jour l'état d'avancement du projet quotidiennement.,projek hari. status setiap Harap,50
Veuillez mettre à jour l'état d'avancement du projet quotidiennement.,Aku belum menerima balasan email yang kukirim pagi ini.,0
Veuillez ranger votre dossier de projet.,Harap rapikan folder proyek Anda.,100
Veuillez ranger votre dossier de projet.,proyek Anda. rapikan Harap folder rapikan,50
Veuillez ranger votre dossier de projet.,Apakah Anda dapat meninjau data saat itu?,0
Veuillez mettre à jour votre profil vers la dernière version.,Harap perbarui profil Anda ke versi terbaru.,100
Veuillez mettre à jour votre profil vers la dernière version.,profil Anda ke terbaru,50
Veuillez mettre à jour votre profil vers la dernière version.,Dia ketiduran.,0
Veuillez imprimer le document et l'apporter à la réunion.,Tolong cetak dokumennya dan bawa ke pertemuan.,100
Veuillez imprimer le document et l'apporter à la réunion.,dan peftemuan. ceqak bawa dokumennya ke Tolong,50
Veuillez imprimer le document et l'apporter à la réunion.,Apakah janji masih untuk Senin depan?,0
N'hésitez pas à me contacter sur messagerie si vous avez besoin de quoi que ce soit.,Jangan ragu untuk menghubungi saya pada utusan jika Anda membutuhkan sesuatu.,100
N'hésitez pas à me contacter sur messagerie si vous avez besoin de quoi que ce soit.,pada ragu saya untuk Jangan,50
N'hésitez pas à me contacter sur messagerie si vous avez besoin de quoi que ce soit.,Manajer menyerahkan kontrak kepada tim hukum.,0
"Au besoin, ajustez d'abord les priorités.","Jika dibutuhkan, sesuaikan prioritas terlebih dahulu.",100
"Au besoin, ajustez d'abord les priorités.","sesuaikan priormtas terlebih dahulu. Jika Jika dibutdhkan,",50
"Au besoin, ajustez d'abord les priorités.",Tambahkan lebih banyak kasus uji ke campuran.,0
Veuillez créer et distribuer le matériel de l'événement.,Harap buat dan distribusikan materi acara.,100
Veuillez créer et distribuer le matériel de l'événement.,"Harap buat dan distribusikan maybe materi acara,",50
Veuillez créer et distribuer le matériel de l'événement.,Kami akan meninjau rencana Selasa depan.,0
Veuillez poster le rapport de situation.,Silakan posting laporan status.,100
Veuillez poster le rapport de situation.,status. Silakan laporan laporan posting,50
Veuillez poster le rapport de situation.,Minggu depan lebih ringan dari minggu ini.,0
Tenez votre tableau de situation à jour.,Tetap update status papan Anda.,100
Tenez votre tableau de situation à jour.,"strtus Tetcp Anda, kind of papan updabe",50
Tenez votre tableau de situation à jour.,Manajer kami telah menyarankan agar kita mulai mengurangi pekerjaan jarak jauh dari kuartal berikutnya.,0
"Si vous avez besoin d'aide ou d'aide, n'hésitez pas à demander.","Jika Anda membutuhkan bantuan atau bantuan, jangan ragu untuk bertanya.",100
"Si vous avez besoin d'aide ou d'aide, n'hésitez pas à demander.",membutuhkan atau bantuan Jika Anda,50
"Si vous avez besoin d'aide ou d'aide, n'hésitez pas à demander.",Aku akan senang untuk kembali.,0
Commençons par la vidéoconférence.,Mari kita mulai dengan video konferensi.,100
Commençons par la vidéoconférence.,Mari really kita mulai dengan video konferensi,50
Commençons par la vidéoconférence.,Saya tiba pada tanggal 20 Maret.,0
Veuillez laisser vos commentaires après examen.,Silakan tinggalkan umpan balik Anda setelah meninjau.,100
Veuillez laisser vos commentaires après examen.,"Silakan umpan Anda setelah actually meninjau,",50
Veuillez laisser vos commentaires après examen.,Aku makan ramen untuk makan siang.,0
L'équipe comptable nous a informés que le reçu manquait.,Tim akuntan memberitahu kami bahwa tanda terimanya hilang.,100
L'équipe comptable nous a informés que le reçu manquait.,Tim akuntan memberitahu really kami bahwa,50
L'équipe comptable nous a informés que le reçu manquait.,Mereka berencana melakukan perjalanan besok.,0
Veuillez m'envoyer le relevé des frais d'adhésion.,Tolong kirimkan aku laporan biaya keanggotaan.,100
Veuillez m'envoyer le relevé des frais d'adhésion.,"Tolong kirimkan aku laporan biaya keanggotaan,",50
Veuillez m'envoyer le relevé des frais d'adhésion.,Apa kau menyukainya?,0
Veuillez vous assurer de respecter la date limite de votre réponse.,Harap pastikan untuk memenuhi tenggat waktu untuk tanggapan Anda.,100
Veuillez vous assurer de respecter la date limite de votre réponse.,Harap pastikan memenuhi tenggat kind of untuk tanggapan Anda.,50
Veuillez vous assurer de respecter la date limite de votre réponse.,Janji saya adalah Selasa pagi berikutnya.,0
Pourriez-vous renvoyer le lien de la réunion ?,Bisakah Anda mengirim ulang tautan rapat.,100
Pourriez-vous renvoyer le lien de la réunion ?,mengirim tautan rapat.,50
Pourriez-vous renvoyer le lien de la réunion ?,Aku baru saja mendengar lagu baru.,0
Veuillez m'envoyer l'ordre du jour de la réunion à l'avance.,Tolong kirimkan agenda pertemuannya terlebih dahulu.,100
Veuillez m'envoyer l'ordre du jour de la réunion à l'avance.,Tolong kirimkan kirimkan agdnda pertemuannya terlabih dahulu,50
Veuillez m'envoyer l'ordre du jour de la réunion à l'avance.,Aku harus pergi bekerja besok.,0
On peut reporter la réunion ?,Bisakah kita menjadwal ulang pertemuannya?,100
On peut reporter la réunion ?,"Bisakah kita kita menjadwal ulang pertemuannya,",50
On peut reporter la réunion ?,Dapatkah saya mengumpulkan nomor ini?,0
Veuillez ajouter le calendrier des réunions à votre calendrier.,Harap tambahkan jadwal pertemuan ke kalender Anda.,100
Veuillez ajouter le calendrier des réunions à votre calendrier.,"tambahkan kalender Harap pnrtemuan Akda, jjdwal ke",50
Veuillez ajouter le calendrier des réunions à votre calendrier.,Apakah Anda ingin mencoba log in dengan ini?,0
Veuillez envoyer les mesures à prendre après la réunion.,Silakan kirim item tindakan setelah pertemuan.,100
Veuillez envoyer les mesures à prendre après la réunion.,Silakan kind of kirim item,50
Veuillez envoyer les mesures à prendre après la réunion.,Aku akan bertemu temanku malam ini.,0
Veuillez revoir le procès-verbal de la réunion.,Silakan meninjau menit pertemuan.,100
Veuillez revoir le procès-verbal de la réunion.,Silukan mesinjau menit pertemuan,50
Veuillez revoir le procès-verbal de la réunion.,Aku akan mencocokkan jadwal di papan tulis dengan jadwal yang sebenarnya.,0
Veuillez partager le procès-verbal de la réunion.,Silakan berbagi menit pertemuan.,100
Veuillez partager le procès-verbal de la réunion.,berbagi menit Silakan,50
Veuillez partager le procès-verbal de la réunion.,Kemarin tanggal 12 Agustus 2025.,0
Prenez quelques minutes.,Silakan mengambil menit.,100
Prenez quelques minutes.,Silakan Silakan mengambil menit.,50
Prenez quelques minutes.,Apakah Anda membandingkannya dengan versi lama?,0
Partagez le procès-verbal de la réunion sur le canal de l'équipe.,Berbagi menit pertemuan di saluran tim.,100
Partagez le procès-verbal de la réunion sur le canal de l'équipe.,"Berbagi menit in fact pertemuan di saluran tim,",50
Partagez le procès-verbal de la réunion sur le canal de l'équipe.,Dia pergi hiking setiap akhir pekan.,0
Commençons par la réunion.,Mari kita mulai dengan pertemuan.,100
Commençons par la réunion.,dengan mulai kita,50
Commençons par la réunion.,Dia bertemu orang baru hari ini.,0
Veuillez d'abord réserver la salle de conférence.,Silakan pesan ruang konferensi terlebih dahulu.,100
Veuillez d'abord réserver la salle de conférence.,Silakan pesan sort of ruang konferensi terlebih dahulu.,50
Veuillez d'abord réserver la salle de conférence.,Aku telah memecah biaya oleh klien ke dalam tabel terpisah.,0
